"design","noise","cell","rep","seed","ok","sigma","rel","se_logsig","push","held","how","draws_finite","at","rule"
"ar1",0.2,2,93,12107,TRUE,0.103054056349397,0.113070272988963,2.02888448249475,0.242330297405488,"","tmb",TRUE,FALSE,FALSE
"ar1",0.05,3,93,18114,TRUE,2.06784661534734e-05,2.29882209964069e-05,0,-2.80488166026771e-09,"g,dispersion","boundary",TRUE,TRUE,TRUE
"ri1",0.5,4,93,24121,TRUE,0.555541018759619,0.661872340381937,0.0816496580934215,45.6575132388514,"g","boundary",TRUE,FALSE,FALSE
"ri",0.5,5,93,30128,TRUE,0.5083604913452,0.614112047491198,0.0430372182778438,53517.902561534,"","tmb",TRUE,FALSE,FALSE
"ar1",0.5,1,94,6101,TRUE,0.507155552713209,0.503839620482077,0.132290606498931,97.2482339161701,"g","boundary",TRUE,FALSE,FALSE
"ar1",0.2,2,94,12108,TRUE,0.177573819927934,0.211362177762687,0.544870953741196,2.94183418227482,"g","boundary",TRUE,FALSE,FALSE
"ar1",0.05,3,94,18115,TRUE,1.31623387457394e-05,1.67545933604928e-05,0,-2.76577338809147e-09,"g,dispersion","boundary",TRUE,TRUE,TRUE
"ri1",0.5,4,94,24122,TRUE,0.528418009163142,0.652916991253737,596.289290769259,45.6574880400603,"","tmb",FALSE,FALSE,FALSE
"ri",0.5,5,94,30129,TRUE,0.500910830704535,0.670749070925432,0.0430338021211922,53517.9540602304,"","tmb",TRUE,FALSE,FALSE
"ar1",0.5,1,95,6102,TRUE,0.551932169718918,0.550934747577831,0.105905483816759,172.395924181832,"g","boundary",TRUE,FALSE,FALSE
"ar1",0.2,2,95,12109,TRUE,8.74243644597473e-05,0.00010104190255437,0,-6.64228391542565e-05,"dispersion","boundary",TRUE,TRUE,TRUE
"ar1",0.05,3,95,18116,TRUE,0.216107660796418,0.252423758377957,0.30584344173089,8.10659782689538,"g","boundary",TRUE,FALSE,FALSE
"ri1",0.5,4,95,24123,TRUE,0.5332284336415,0.669309768710877,0.0816496580948134,45.657494007091,"g","boundary",TRUE,FALSE,FALSE
"ri",0.5,5,95,30130,TRUE,0.458983708848315,0.541040435010001,0.0430332057002635,53517.9074130158,"","tmb",TRUE,FALSE,FALSE
"ar1",0.5,1,96,6103,TRUE,0.359254495270829,0.362085437388116,0.511126040808915,9.01364980227487,"g","boundary",TRUE,FALSE,FALSE
"ar1",0.2,2,96,12110,TRUE,0.000160938850519217,0.000183985089885928,0,-5.38227641300182e-06,"dispersion","boundary",TRUE,TRUE,TRUE
"ar1",0.05,3,96,18117,TRUE,5.99722342291134e-05,7.69081741462461e-05,0,-0.000485385256979498,"dispersion","boundary",TRUE,TRUE,TRUE
"ri1",0.5,4,96,24124,TRUE,0.597466869561282,0.657145542493113,91.4054393704388,45.6574589652877,"","tmb",FALSE,FALSE,FALSE
"ri",0.5,5,96,30131,TRUE,0.468789214683583,0.605095816156278,0.0430358106989958,53517.9484079851,"","tmb",TRUE,FALSE,FALSE
"ar1",0.5,1,97,6104,TRUE,0.0348990019375038,0.034157573129917,46.8550790945879,0.000796760423668275,"","tmb",FALSE,TRUE,FALSE
"ar1",0.2,2,97,12111,TRUE,0.251716365663788,0.297401999723755,0.403294442199069,8.74640366886115,"","tmb",TRUE,FALSE,FALSE
"ar1",0.05,3,97,18118,TRUE,0.174308490673239,0.203412231206128,0.615656150318987,2.57339801336377,"g","boundary",TRUE,FALSE,FALSE
"ri1",0.5,4,97,24125,TRUE,0.557683769996942,0.664226870055013,155.498142619528,45.6574784515025,"","tmb",FALSE,FALSE,FALSE
"ri",0.5,5,97,30132,TRUE,0.474370834795774,0.612781807539008,0.0430338280378722,53517.9164681117,"","tmb",TRUE,FALSE,FALSE
"ar1",0.5,1,98,6105,TRUE,0.613707477985317,0.594948580801431,0.112132703592135,187.262296535027,"","tmb",TRUE,FALSE,FALSE
"ar1",0.2,2,98,12112,TRUE,0.284491755885298,0.330128335804686,0.224030395760468,17.7185620002145,"g","boundary",TRUE,FALSE,FALSE
"ar1",0.05,3,98,18119,TRUE,6.29559250293349e-05,7.99541772667023e-05,0,-6.35236574453302e-09,"g,dispersion","boundary",TRUE,TRUE,TRUE
"ri1",0.5,4,98,24126,TRUE,0.566622379648808,0.65661398657341,0.081649658096804,45.6575127212104,"g","boundary",TRUE,FALSE,FALSE
"ri",0.5,5,98,30133,TRUE,0.508076020348962,0.542711848817498,0.0430337862351903,53517.893404093,"","tmb",TRUE,FALSE,FALSE
"ar1",0.5,1,99,6106,TRUE,0.521311122972137,0.522648138055089,0.101376855976473,156.421738826174,"g","boundary",TRUE,FALSE,FALSE
"ar1",0.2,2,99,12113,TRUE,0.109477662662844,0.122986734777482,2.63976787172303,0.16903305792232,"g","boundary",TRUE,FALSE,FALSE
"ar1",0.05,3,99,18120,TRUE,8.39006008005093e-05,9.52807127180949e-05,0,-3.41394184033561e-05,"dispersion","boundary",TRUE,TRUE,TRUE
"ri1",0.5,4,99,24127,TRUE,0.575412219632212,0.669487345392696,89.4154974387459,45.6574576252521,"","tmb",FALSE,FALSE,FALSE
"ri",0.5,5,99,30134,TRUE,0.52570778742963,0.580771629283831,0.0430336760278996,53517.9144400751,"","tmb",TRUE,FALSE,FALSE
"ar1",0.5,1,100,6107,TRUE,0.24821664054189,0.243045859232954,1.13684599035388,1.82176944721948,"","tmb",TRUE,FALSE,FALSE
"ar1",0.2,2,100,12114,TRUE,1.6666901726511e-05,2.0803574043531e-05,0,-9.6451913123019e-10,"g,dispersion","boundary",TRUE,TRUE,TRUE
"ar1",0.05,3,100,18121,TRUE,7.95394620033392e-06,9.90412962009997e-06,0,-2.29192664846778e-09,"g,dispersion","boundary",TRUE,TRUE,TRUE
"ri1",0.5,4,100,24128,TRUE,0.528101027284515,0.631838352397814,113.523703304805,45.6574694371306,"","tmb",FALSE,FALSE,FALSE
"ri",0.5,5,100,30135,TRUE,0.490630225125283,0.747440195603876,0.0430343291622333,53518.1948915872,"","tmb",TRUE,FALSE,FALSE
